question_id,topic,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer,difficulty_level
Q0845,Fraction to Decimal,Convert 3/8 to decimal,0.365,0.385,0.5,0.375,0.25,D,easy
Q0846,Fraction to Decimal,Convert 5/8 to decimal,0.625,0.75,0.5,0.615,0.635,A,easy
Q0847,Fraction to Decimal,Convert 7/8 to decimal,0.865,0.75,0.875,0.9,0.885,C,easy
Q0848,Fraction to Decimal,Convert 1/20 to decimal,0.15,0.05,0.04,0.5,0.06,B,easy
Q0849,Fraction to Decimal,Convert 3/20 to decimal,0.3,0.15,0.14,0.16,0.5,B,easy
Q0850,Fraction to Decimal,Convert 7/20 to decimal,0.34,0.36,0.7,0.5,0.35,E,easy
Q0851,Fraction to Decimal,Convert 9/20 to decimal,0.9,0.44,0.5,0.46,0.45,E,easy
Q0852,Fraction to Decimal,Convert 11/20 to decimal,0.54,0.56,0.55,0.11,0.5,C,easy
Q0853,Fraction to Decimal,Convert 13/20 to decimal,0.65,0.13,0.66,0.5,0.64,A,easy
Q0854,Fraction to Decimal,Convert 17/20 to decimal,0.75,0.86,0.17,0.84,0.85,E,easy
Q0855,Fraction to Decimal,Convert 19/20 to decimal,0.75,0.96,0.94,0.19,0.95,E,easy
Q0856,Fraction to Decimal,Convert 1/25 to decimal,0.4,0.05,0.03,0.14,0.04,E,easy
Q0857,Fraction to Decimal,Convert 3/25 to decimal,0.12,0.11,0.13,0.5,0.3,A,easy
Q0858,Fraction to Decimal,Convert 7/25 to decimal,0.5,0.27,0.28,0.29,0.7,C,easy
Q0859,Fraction to Decimal,Convert 9/25 to decimal,0.5,0.9,0.37,0.36,0.35,D,easy
Q0860,Fraction to Decimal,Convert 11/25 to decimal,0.44,0.11,0.5,0.45,0.43,A,easy
Q0861,Fraction to Decimal,Convert 13/25 to decimal,0.5,0.13,0.53,0.51,0.52,E,easy
Q0862,Fraction to Decimal,Convert 17/25 to decimal,0.68,0.69,0.17,0.67,0.5,A,easy
Q0863,Fraction to Decimal,Convert 19/25 to decimal,0.5,0.77,0.76,0.19,0.75,C,easy
Q0864,Fraction to Decimal,Convert 21/25 to decimal,0.84,0.85,0.5,0.21,0.83,A,easy
Q0865,Fraction to Decimal,Convert 23/25 to decimal,0.75,0.92,0.23,0.93,0.91,B,easy
Q0866,Fraction to Decimal,Convert 1/50 to decimal,0.12,0.2,0.02,0.01,0.03,C,easy
Q0867,Fraction to Decimal,Convert 3/50 to decimal,0.05,0.6,0.07,0.06,0.16,D,easy
Q0868,Fraction to Decimal,Convert 7/50 to decimal,0.15,0.13,0.7,0.5,0.14,E,medium
Q0869,Fraction to Decimal,Convert 9/50 to decimal,0.19,0.17,0.9,0.5,0.18,E,medium
Q0870,Fraction to Decimal,Convert 11/50 to decimal,0.11,0.5,0.21,0.23,0.22,E,medium
Q0871,Fraction to Decimal,Convert 13/50 to decimal,0.13,0.27,0.5,0.26,0.25,D,medium
Q0872,Fraction to Decimal,Convert 17/50 to decimal,0.34,0.35,0.5,0.33,0.17,A,medium
Q0873,Fraction to Decimal,Convert 19/50 to decimal,0.38,0.37,0.39,0.19,0.5,A,medium
Q0874,Fraction to Decimal,Convert 21/50 to decimal,0.41,0.43,0.42,0.5,0.21,C,medium
Q0875,Fraction to Decimal,Convert 23/50 to decimal,0.46,0.5,0.47,0.23,0.45,A,medium
Q0876,Fraction to Decimal,Convert 27/50 to decimal,0.55,0.53,0.5,0.27,0.54,E,medium
Q0877,Fraction to Decimal,Convert 29/50 to decimal,0.58,0.29,0.59,0.5,0.57,A,medium
Q0878,Fraction to Decimal,Convert 31/50 to decimal,0.62,0.5,0.31,0.61,0.63,A,medium
Q0879,Fraction to Decimal,Convert 33/50 to decimal,0.66,0.33,0.67,0.5,0.65,A,medium
Q0880,Fraction to Decimal,Convert 37/50 to decimal,0.73,0.5,0.74,0.75,0.37,C,medium
Q0881,Fraction to Decimal,Convert 39/50 to decimal,0.5,0.78,0.39,0.77,0.79,B,medium
Q0882,Fraction to Decimal,Convert 41/50 to decimal,0.41,0.81,0.5,0.82,0.83,D,medium
Q0883,Fraction to Decimal,Convert 43/50 to decimal,0.86,0.87,0.43,0.85,0.75,A,medium
Q0884,Fraction to Decimal,Convert 47/50 to decimal,0.75,0.93,0.95,0.94,0.47,D,medium
Q0885,Fraction to Decimal,Convert 49/50 to decimal,0.75,0.98,0.97,0.49,0.99,B,medium
Q0886,Fraction to Decimal,Convert 5/4 to decimal,2.25,1.15,1.25,1.35,0.25,C,medium
Q0887,Fraction to Decimal,Convert 7/4 to decimal,2.75,0.75,1.65,1.75,1.85,D,medium
Q0888,Fraction to Decimal,Convert 11/10 to decimal,1.1,1,1.2,0.11,1.01,A,medium
Q0889,Fraction to Decimal,Convert 13/10 to decimal,0.13,1.03,1.2,1.4,1.3,E,medium
Q0890,Fraction to Decimal,Convert 3/16 to decimal,0.5,0.125,0.188,0.187,0.1875,E,medium
Q0891,Fraction to Decimal,Convert 5/16 to decimal,0.25,0.312,0.5,0.313,0.3125,E,medium
Q0892,Fraction to Decimal,Convert 7/16 to decimal,0.25,0.437,0.438,0.5,0.4375,E,medium
Q0893,Fraction to Decimal,Convert 9/16 to decimal,0.5625,0.5,0.75,0.563,0.562,A,medium
Q0894,Fraction to Decimal,Convert 11/16 to decimal,0.5,0.75,0.6875,0.688,0.687,C,medium
Q0895,Fraction to Decimal,Convert 13/16 to decimal,0.75,0.812,0.813,0.9,0.8125,E,medium
Q0896,Fraction to Decimal,Convert 1/6 (2 d.p.) to decimal,0.5,0.16,0.33,0.17,0.18,D,hard
Q0897,Fraction to Decimal,Convert 5/6 (2 d.p.) to decimal,0.82,0.84,0.83,0.56,0.6,C,hard
Q0898,Fraction to Decimal,Convert 1/3 (2 d.p.) to decimal,0.5,0.13,0.33,0.32,0.34,C,hard
Q0899,Fraction to Decimal,Convert 2/3 (2 d.p.) to decimal,0.67,0.75,0.66,0.5,0.68,A,hard
Q0900,Fraction to Decimal,Convert 1/7 (2 d.p.) to decimal,0.5,0.14,0.7,0.15,0.13,B,hard
Q0901,Fraction to Decimal,Convert 2/7 (2 d.p.) to decimal,0.28,0.7,0.5,0.3,0.29,E,hard
Q0902,Fraction to Decimal,Convert 3/7 (2 d.p.) to decimal,0.42,0.3,0.44,0.43,0.5,D,hard
Q0903,Fraction to Decimal,Convert 4/7 (2 d.p.) to decimal,0.58,0.5,0.56,0.57,0.4,D,hard
Q0904,Fraction to Decimal,Convert 5/7 (2 d.p.) to decimal,0.7,0.72,0.75,0.71,0.5,D,hard
Q0905,Fraction to Decimal,Convert 6/7 (2 d.p.) to decimal,0.87,0.75,0.85,0.86,0.6,D,hard
Q0906,Fraction to Decimal,Convert 1/9 (2 d.p.) to decimal,0.12,0.1,0.11,0.9,0.5,C,hard
Q0907,Fraction to Decimal,Convert 2/9 (2 d.p.) to decimal,0.23,0.21,0.9,0.22,0.5,D,hard
Q0908,Fraction to Decimal,Convert 4/9 (2 d.p.) to decimal,0.44,0.9,0.43,0.5,0.45,A,hard
Q0909,Fraction to Decimal,Convert 5/9 (2 d.p.) to decimal,0.75,0.5,0.55,0.56,0.57,D,hard
Q0910,Fraction to Decimal,Convert 7/9 (2 d.p.) to decimal,0.79,0.78,0.7,0.77,0.75,B,hard
Q0911,Fraction to Decimal,Convert 8/9 (2 d.p.) to decimal,0.89,0.9,0.88,0.75,0.8,A,hard
Q0912,Fraction to Decimal,Convert 1/11 (2 d.p.) to decimal,0.08,0.1,0.09,0.11,0.5,C,hard
Q0913,Fraction to Decimal,Convert 3/11 (2 d.p.) to decimal,0.26,0.27,0.3,0.28,0.5,B,hard
Q0914,Fraction to Decimal,Convert 5/11 (2 d.p.) to decimal,0.44,0.46,0.5,0.55,0.45,E,hard
Q0915,Fraction to Decimal,Convert 7/11 (2 d.p.) to decimal,0.64,0.63,0.65,0.7,0.75,A,hard
Q0916,Fraction to Decimal,Convert 9/11 (2 d.p.) to decimal,0.82,0.81,0.9,0.75,0.83,A,hard
Q0917,Fraction to Decimal,Convert 1/12 (2 d.p.) to decimal,0.5,0.09,0.12,0.08,0.07,D,hard
Q0918,Fraction to Decimal,Convert 5/12 (2 d.p.) to decimal,0.41,0.35,0.43,0.42,0.5,D,hard
Q0919,Fraction to Decimal,Convert 7/12 (2 d.p.) to decimal,0.59,0.6,0.58,0.57,0.75,C,hard
Q0920,Fraction to Decimal,Convert 11/12 (2 d.p.) to decimal,0.11,0.93,0.91,0.75,0.92,E,hard
Q0921,Fraction to Decimal,Convert 1/14 (2 d.p.) to decimal,0.5,0.08,0.14,0.07,0.06,D,hard
Q0922,Fraction to Decimal,Convert 3/14 (2 d.p.) to decimal,0.2,0.22,0.21,0.5,0.3,C,hard
Q0923,Fraction to Decimal,Convert 5/14 (2 d.p.) to decimal,0.25,0.37,0.5,0.35,0.36,E,hard
Q0924,Fraction to Decimal,Convert 9/14 (2 d.p.) to decimal,0.65,0.9,0.64,0.63,0.75,C,hard
Q0925,Fraction to Decimal,Convert 11/14 (2 d.p.) to decimal,0.75,0.11,0.78,0.8,0.79,E,hard
Q0926,Fraction to Decimal,Convert 13/14 (2 d.p.) to decimal,0.92,0.75,0.94,0.93,0.13,D,hard
Q0927,Ordering Fractions,"Which is LARGEST: 11/16, 7/10, 5/7, 9/13, 3/4","""3/4""","""5/7""","""7/10""","""11/16""","""9/13""",A,hard
Q0928,Ordering Fractions,"Which is SMALLEST: 13/20, 9/14, 7/11, 5/8, 11/17","""11/17""","""7/11""","""9/14""","""5/8""","""13/20""",B,hard
Q0929,Ordering Fractions,"Which is LARGEST: 13/20, 9/14, 7/11, 5/8, 11/17","""13/20""","""7/11""","""9/14""","""11/17""","""5/8""",A,hard
Q0930,Ordering Fractions,"Which is SMALLEST: 4/7, 3/5, 5/8, 7/11, 6/9","""7/11""","""6/9""","""5/8""","""4/7""","""3/5""",D,medium
Q0931,Ordering Fractions,"Which is LARGEST: 4/7, 3/5, 5/8, 7/11, 6/9","""6/9""","""4/7""","""3/5""","""7/11""","""5/8""",A,medium
Q0932,Comparing Fractions,Fill the blank: 31/40 ___ 23/30,>,not equal to,<,less than or equal to,=,A,hard
Q0933,Comparing Fractions,Fill the blank: 27/35 ___ 19/25,=,>,not equal to,<,less than or equal to,D,hard
Q0934,Comparing Fractions,Compare 33/40 and 27/33,Cannot compare,Both equal to 1,33/40 > 27/33,33/40 < 27/33,33/40 = 27/33,D,hard
Q0935,Comparing Fractions,Which is GREATER: 29/35 or 23/28,"""23/28""","""6/7""","""29/35""","""4/5""","""52/63""",A,hard
Q0936,Simplifying Fractions,Simplify 210/252 to lowest terms,"""35/42""","""5/6""","""105/126""","""3/4""","""2/3""",B,hard
Q0937,Simplifying Fractions,Simplify 216/270 to lowest terms,"""4/5""","""2/3""","""3/4""","""8/10""","""108/135""",A,hard
Q0938,Simplifying Fractions,Simplify 220/264 to lowest terms,"""10/12""","""5/6""","""3/4""","""2/3""","""110/132""",B,hard
Q0939,Simplifying Fractions,Simplify 225/270 to lowest terms,"""5/6""","""75/90""","""2/3""","""15/18""","""3/4""",A,hard
Q0940,Simplifying Fractions,Simplify 231/252 to lowest terms,"""11/12""","""2/3""","""3/4""","""21/23""","""22/24""",A,hard
Q0941,Simplifying Fractions,Simplify 234/312 to lowest terms,"""9/12""","""3/4""","""2/3""","""5/7""","""78/104""",B,hard
Q0942,Simplifying Fractions,Simplify 238/272 to lowest terms,"""7/8""","""17/19""","""2/3""","""3/4""","""14/16""",A,hard
Q0943,Simplifying Fractions,Simplify 242/264 to lowest terms,"""2/3""","""121/132""","""3/4""","""22/24""","""11/12""",E,hard
Q0944,Simplifying Fractions,Simplify 245/280 to lowest terms,"""2/3""","""35/40""","""7/8""","""49/56""","""3/4""",C,hard
Q0945,Simplifying Fractions,Simplify 252/315 to lowest terms,"""2/3""","""4/5""","""3/4""","""8/10""","""84/105""",B,hard
Q0946,Simplifying Fractions,Simplify 260/325 to lowest terms,"""4/5""","""52/65""","""3/4""","""2/3""","""8/10""",A,hard
Q0947,Simplifying Fractions,Simplify 264/330 to lowest terms,"""4/5""","""8/10""","""2/3""","""88/110""","""3/4""",A,hard
Q0948,Fraction to Decimal,Convert 15/16 to decimal,0.937,1,0.938,0.75,0.9375,E,hard
Q0949,Fraction to Decimal,Convert 1/16 to decimal,0.063,0.0625,0.5,0.062,0.125,B,hard
Q0950,Fraction to Decimal,Convert 2/11 to decimal (2 d.p.),0.5,0.18,0.19,0.2,0.17,B,hard
Q0951,Fraction to Decimal,Convert 4/11 to decimal (2 d.p.),0.5,0.37,0.36,0.4,0.35,C,hard
Q0952,Fraction to Decimal,Convert 6/11 to decimal (2 d.p.),0.5,0.56,0.6,0.55,0.54,D,hard
Q0953,Fraction to Decimal,Convert 8/11 to decimal (2 d.p.),0.74,0.72,0.8,0.75,0.73,E,hard
Q0954,Fraction to Decimal,Convert 10/11 to decimal (2 d.p.),0.92,0.1,0.9,0.91,0.75,D,hard
Q0955,Fraction to Decimal,Convert 2/13 to decimal (2 d.p.),0.15,0.14,0.5,0.2,0.16,A,hard
Q0956,Fraction to Decimal,Convert 5/13 to decimal (2 d.p.),0.37,0.38,0.4,0.5,0.39,B,hard
Q0957,Fraction to Decimal,Convert 9/13 to decimal (2 d.p.),0.7,0.68,0.69,0.75,0.9,C,hard
Q0958,Fraction to Decimal,Convert 11/13 to decimal (2 d.p.),0.11,0.84,0.75,0.86,0.85,E,hard
Q0959,Fraction to Decimal,Convert 12/13 to decimal (2 d.p.),0.93,0.75,0.12,0.91,0.92,E,hard
Q0960,Addition,What is 12.5 + 7.5 = ?,21,20.1,19,19.9,20,E,medium
Q0961,Addition,What is 23.4 + 16.8 = ?,41.2,40.1,40.2,39.2,40.3,C,medium
Q0962,Addition,What is 34.7 + 25.6 = ?,60.2,59.3,60.3,61.3,60.4,C,medium
Q0963,Addition,What is 45.8 + 34.5 = ?,80.2,81.3,79.3,80.3,80.4,D,medium
Q0964,Addition,What is 56.9 + 43.2 = ?,100.2,100.1,101.1,100,99.1,B,medium
Q0965,Addition,What is 67.3 + 52.9 = ?,120.3,120.1,121.2,119.2,120.2,E,medium
Q0966,Addition,What is 78.4 + 61.8 = ?,140.3,140.1,139.2,140.2,141.2,D,medium
Q0967,Addition,What is 89.5 + 70.7 = ?,160.3,159.2,161.2,160.2,160.1,D,medium
Q0968,Addition,What is 12.75 + 8.25 = ?,21.1,21,22,20,20.9,B,medium
Q0969,Addition,What is 23.45 + 16.55 = ?,40,41,39,40.1,39.9,A,medium
Q0970,Addition,What is 34.65 + 25.35 = ?,60,60.1,61,59,59.9,A,medium
Q0971,Addition,What is 45.85 + 34.15 = ?,80,81,79.9,79,80.1,A,medium
Q0972,Addition,What is 56.95 + 43.05 = ?,100.1,101,99.9,100,99,D,medium
Q0973,Addition,What is 67.35 + 52.65 = ?,120,121,119,119.9,120.1,A,medium
Q0974,Addition,What is 78.45 + 61.55 = ?,139.9,140,139,141,140.1,B,medium
Q0975,Subtraction,What is 25.5 - 12.3 = ?,13.3,13.1,13.2,14.2,12.2,C,medium
Q0976,Subtraction,What is 34.8 - 21.4 = ?,13.3,13.5,14.4,13.4,12.4,D,medium
Q0977,Subtraction,What is 45.9 - 23.7 = ?,22.2,22.3,21.2,23.2,22.1,A,medium
Q0978,Subtraction,What is 56.7 - 34.5 = ?,22.1,22.2,21.2,23.2,22.3,B,medium
Q0979,Subtraction,What is 67.8 - 45.6 = ?,23.2,22.1,22.3,21.2,22.2,E,medium
Q0980,Subtraction,What is 78.9 - 56.7 = ?,22.3,23.2,22.1,21.2,22.2,E,medium
Q0981,Subtraction,What is 89.3 - 67.4 = ?,22,21.8,21.9,22.9,20.9,C,medium
Q0982,Subtraction,What is 90.5 - 78.3 = ?,13.2,12.1,11.2,12.2,12.3,D,medium
Q0983,Subtraction,What is 25.75 - 12.25 = ?,13.5,13.6,14.5,12.5,13.4,A,medium
Q0984,Subtraction,What is 34.85 - 21.35 = ?,12.5,13.5,14.5,13.4,13.6,B,medium
Q0985,Subtraction,What is 45.95 - 23.55 = ?,22.4,23.4,21.4,22.5,22.3,A,medium
Q0986,Subtraction,What is 56.75 - 34.25 = ?,22.4,22.5,22.6,21.5,23.5,B,medium
Q0987,Subtraction,What is 67.85 - 45.35 = ?,21.5,22.4,22.5,22.6,23.5,C,medium
Q0988,Subtraction,What is 78.95 - 56.45 = ?,23.5,21.5,22.6,22.5,22.4,D,medium
Q0989,Subtraction,What is 89.35 - 67.15 = ?,22.3,22.2,22.1,23.2,21.2,B,medium
Q0990,Addition,Kamal has Rs. 350 and Nimal has Rs. 500. How much do they have altogether,850,860,950,750,840,A,easy
Q0991,Addition,A fruit seller had 234 oranges and 189 apples. How many fruits in total,323,423,413,433,523,B,easy
Q0992,Addition,Amali scored 78 marks in Maths and 85 marks in Science. What is her total score?,163,153,173,263,63,A,easy
Q0993,Addition,A school has 456 boys and 389 girls. Find the total number of students,835,745,855,945,845,E,easy
Q0994,Addition,Saman collected 125 stamps last year and 234 stamps this year. How many stamps are there?,349,259,459,359,369,D,easy
Q0995,Addition,A library received 567 new books in January and 432 in February. Total new books received?,999,899,989,"1,009","1,099",A,medium
Q0996,Addition,"A vendor sold 1,234 items in the morning and 2,567 items in the afternoon. Total items sold?","3,811","4,801","2,801","3,791","3,801",E,medium
Q0997,Addition,"Three students saved Rs. 450, Rs. 675 and Rs. 890. What is their total savings?","2,025","3,015","2,005","2,015","1,015",D,medium
Q0998,Addition,"A factory made 3,456 red pens and 2,789 blue pens. How many pens altogether","5,245","6,235","6,255","6,245","7,245",D,medium
Q0999,Addition,Nimal walked 2.5 km in the morning and 3.75 km in the evening. Total distance walked,7.25,6.15,6.35,6.25,5.25,D,medium
Q1000,Addition,"Two water tanks hold 4,567 litres and 3,891 litres. What is the total capacity","7,458","8,468","9,458","8,458","8,448",D,hard
Q1001,Addition,"A school collected Rs. 12,450 from fees and Rs. 8,975 from donations. Total amount collected","21,435","22,425","21,425","20,425","21,415",C,hard
Q1002,Addition,"Three villages have populations of 4,521, 6,789 and 3,234. Total population","15,544","14,544","14,554","13,544","14,534",B,hard
Q1003,Addition,"A shop sold goods worth Rs. 23,456 on Saturday and Rs. 34,789 on Sunday. Total sales","58,245","58,235","58,255","57,245","59,245",A,hard
Q1004,Subtraction,Sanduni had Rs. 500 and spent Rs. 234. How much money is left,166,366,266,256,276,C,easy
Q1005,Subtraction,A basket had 150 mangoes. 67 were sold. How many mangoes remain,93,73,63,103,83,E,easy
Q1006,Subtraction,Kamal had 345 marbles and gave 178 to his friend. How many does he have now,167,157,67,177,267,A,easy
Q1007,Subtraction,A pond had 780 fish. 234 were caught. How many fish remain in the pond,446,646,556,536,546,E,easy
Q1008,Subtraction,Amali read 125 pages of a 300-page book. How many pages are left to read,185,165,175,275,75,C,easy
Q1009,Subtraction,"A shop had Rs. 2,500 in the cash box. Rs. 1,234 was used to pay a supplier. How much remains","1,266","1,276","1,256","2,266",266,A,medium
Q1010,Subtraction,"A tank was filled with 5,000 litres of water. After use, 2,347 litres remained. How many litres were used","2,643","2,653","1,653","3,653","2,663",B,medium
Q1011,Subtraction,"A school had 1,500 students. 234 left for another school. How many students remain",266,"1,276","1,256","1,266","2,266",D,medium
Q1012,Subtraction,The distance from Colombo to Kandy is 116 km. Suresh has already travelled 78 km. How far is left,48,28,38,18,58,C,medium
Q1013,Subtraction,A rope is 12.5 metres long. Nimal cuts off 4.75 metres. How much rope is left,7.85,7.65,7.75,8.75,6.75,C,medium
Q1014,Subtraction,"A warehouse had 15,000 items. After two shipments of 4,567 and 3,211 items, how many remain","7,222","7,212","8,222","7,232","6,222",A,hard
Q1015,Subtraction,"Anura earned Rs. 25,000 in a month. He spent Rs. 8,456 on rent and Rs. 6,789 on food. How much is left","9,765","9,755","8,755","10,755","9,745",B,hard
Q1016,Subtraction,"A dam had 98,765 litres of water. After a dry season 45,678 litres evaporated. How much water remains","53,087","52,087","53,077","54,087","53,097",A,hard
Q1017,Multiplication,A crate holds 24 bottles. How many bottles are in 15 crates,460,360,384,260,336,B,easy
Q1018,Multiplication,Each student needs 12 colour pencils. How many pencils for 35 students,432,408,520,320,420,E,easy
Q1019,Multiplication,A garden has 18 rows with 25 plants in each row. Total plants in the garden,432,550,468,350,450,E,easy
Q1020,Multiplication,One bag of rice weighs 25 kg. What is the total weight of 16 bags,300,400,425,375,500,B,medium
Q1021,Multiplication,A wheel travels 314 cm in one rotation. How far does it travel in 25 rotations,"7,850","6,850","7,536","8,164","8,850",A,medium
Q1022,Multiplication,A hall has 45 rows with 32 seats in each row. What is the total number of seats,"1,395","1,485","1,440",440,"2,440",C,medium
Q1023,Multiplication,A car travels 65 km per hour. How far does it travel in 8 hours,620,420,520,585,455,C,medium
Q1024,Multiplication,One brick weighs 2.5 kg. What is the total weight of 240 bricks,600,575,625,700,500,A,hard
Q1025,Multiplication,"A school collects Rs. 1,250 from each class. If there are 28 classes how much is collected in total","25,000","33,750","45,000","35,000","36,250",D,hard
Q1026,Multiplication,A pipe releases 125 litres of water per minute. How many litres in 2 hours,"25,000","14,875","15,000","15,125","5,000",C,hard
Q1027,Division,225 students are divided equally into 15 groups. How many students in each group,14,20,10,16,15,E,easy
Q1028,Division,A bag of 168 sweets is shared equally among 12 children. How many sweets does each child get,21,16,7,14,12,D,easy
Q1029,Division,A farmer harvested 480 kg of vegetables and packed them in bags of 16 kg. How many bags,32,30,28,20,40,B,easy
Q1030,Division,"Rs. 2,400 prize money is divided equally among 16 winners. How much does each winner get",200,134,150,100,166,C,medium
Q1031,Division,A ribbon 13.5 metres long is cut into pieces of 0.9 metres each. How many pieces,16,20,15,9,14,C,medium
Q1032,Division,A bus travels 360 km in 9 hours at constant speed. How many km per hour,30,44,50,40,36,D,medium
Q1033,Division,"3,600 bricks are needed to build 18 pillars equally. How many bricks per pillar",200,300,182,100,218,A,medium
Q1034,Division,"A tank holds 8,400 litres. It is filled using a pipe that delivers 12 litres per minute. How many minutes",800,712,700,688,600,C,hard
Q1035,Division,"Rs. 45,000 is shared equally among 15 workers. How much does each worker receive","2,000","4,000","3,015","2,985","3,000",E,hard
Q1036,Division,"A school library has 9,600 books arranged equally on 32 shelves. How many books per shelf",300,268,332,400,200,A,hard
Q1052,Ordering Fractions,"Three students completed 2/3, 3/4 and 5/8 of their homework. Who completed the most",Student with 5/8,All completed equally,Student with 2/3,Student with 3/4,Cannot determine,D,medium
Q1053,Ordering Fractions,"Three bottles are 1/2, 3/5 and 7/10 full. Which bottle has the least water",Cannot determine,All have equal water,1/2 full bottle,3/5 full bottle,7/10 full bottle,C,medium
Q1054,Ordering Fractions,"Three pieces of ribbon measure 2/3 m, 3/4 m and 5/8 m. Which is the longest",5/8 m,2/3 m,All are equal,3/4 m,Cannot determine,D,medium
Q1055,Comparing Fractions,Ruwan drank 3/4 of a glass of juice. Priya drank 5/7 of the same sized glass. Who drank more,Ruwan (3/4 > 5/7),Cannot compare,They are not equal,Both drank the same,Priya (5/7 > 3/4),A,medium
Q1056,Comparing Fractions,A field is 5/8 planted with rice. Another field is 3/5 planted. Which field has more rice planted,They are not equal,First field (5/8 > 3/5),Cannot compare,Both are equal,Second field (3/5 > 5/8),B,medium
Q1057,Comparing Fractions,Sunil completed 7/9 of a painting. Kamal completed 4/5. Who completed more of their painting,Sunil (7/9 > 4/5),Both completed equally,Kamal (4/5 > 7/9),They are not equal,Cannot compare,C,hard
Q1058,Comparing Fractions,Two pipes fill a tank. Pipe A fills 5/12 of the tank per hour. Pipe B fills 3/8 per hour. Which is faster,Cannot compare,Both are equal speed,Pipe A (5/12 > 3/8),They are not equal,Pipe B (3/8 > 5/12),C,hard
Q1059,Simplifying Fractions,A class has 24 boys out of 36 students. Write the fraction of boys in simplest form,"""12/18""","""2/3""","""4/6""","""1/2""","""3/4""",B,easy
Q1060,Simplifying Fractions,15 out of 20 fruits in a basket are mangoes. What fraction of the fruits are mangoes in simplest form,"""2/3""","""3/4""","""5/7""","""15/20""","""4/5""",B,easy
Q1061,Simplifying Fractions,A school raised Rs. 45 out of a target of Rs. 60. What fraction of the target was raised in simplest form,"""9/12""","""3/4""","""45/60""","""4/5""","""2/3""",B,medium
Q1062,Simplifying Fractions,A survey found 48 out of 72 students prefer cricket. What is this fraction in simplest form,"""3/4""","""4/6""","""1/2""","""2/3""","""16/24""",D,medium
Q1063,Simplifying Fractions,A farmer uses 63 out of 84 acres for rice. What fraction is used for rice in simplest form,"""9/12""","""2/3""","""5/7""","""3/4""","""21/28""",D,hard
Q1064,Fraction to Decimal,A student scored 3/4 of the total marks. What is this as a decimal,0.25,0.5,0.65,0.75,0.85,D,easy
Q1065,Fraction to Decimal,A tank is 2/5 full of water. Express this as a decimal,0.5,0.2,0.6,0.3,0.4,E,easy
Q1066,Fraction to Decimal,A shopkeeper sold 7/8 of his stock. What decimal represents the fraction sold,0.75,0.875,0.9,0.865,0.885,B,medium
Q1067,Fraction to Decimal,Amali finished 5/8 of her homework. Express this as a decimal,0.615,0.5,0.635,0.75,0.625,E,medium
Q1068,Fraction to Decimal,A team won 11/16 of their matches. What is this fraction as a decimal,0.75,0.6875,0.687,0.688,0.5,B,hard
Q1069,Fraction to Decimal,A factory used 7/9 of its raw materials. Express this as a decimal to 2 decimal places,0.7,0.75,0.79,0.77,0.78,E,hard
Q1070,Ordering Fractions,"Which fraction is the SMALLEST: 3/4, 1/2, 2/3","""3/5""","""2/3""","""3/4""","""1/4""","""1/2""",E,easy
Q1071,Ordering Fractions,"Which fraction is the LARGEST: 1/3, 1/4, 1/6","""1/3""","""1/4""","""1/6""","""1/5""","""1/2""",A,easy
Q1072,Ordering Fractions,"Which fraction has the LEAST value: 5/6, 3/4, 7/8","""7/8""","""5/6""","""3/4""","""2/3""","""4/5""",C,easy
Q1073,Ordering Fractions,"Which fraction has the GREATEST value: 2/5, 3/7, 1/3","""3/7""","""1/3""","""2/5""","""1/2""","""4/9""",A,easy
Q1074,Ordering Fractions,"Which is the SMALLEST fraction: 7/8, 5/6, 4/5","""3/4""","""5/6""","""7/8""","""4/5""","""9/10""",D,easy
Q1075,Ordering Fractions,"Which is the GREATEST fraction: 2/9, 3/11, 1/5","""3/11""","""1/5""","""1/6""","""2/9""","""4/13""",A,easy
Q1076,Ordering Fractions,"Pick the SMALLEST: 4/7, 3/5, 5/8","""2/5""","""6/9""","""5/8""","""4/7""","""3/5""",D,medium
Q1077,Ordering Fractions,"Pick the LARGEST: 5/9, 4/7, 7/11","""7/11""","""8/13""","""3/5""","""5/9""","""4/7""",A,medium
Q1078,Ordering Fractions,"Which fraction is the SMALLEST: 7/10, 3/4, 5/7","""4/6""","""5/7""","""3/4""","""6/8""","""7/10""",B,medium
Q1079,Ordering Fractions,"Which fraction is the LARGEST: 4/9, 3/7, 5/11","""2/5""","""6/13""","""5/11""","""3/7""","""4/9""",E,medium
Q1080,Ordering Fractions,"Arrange in order from SMALLEST to LARGEST: 3/4, 1/2, 2/3","3/4, 2/3, 1/2","2/3, 1/2, 3/4","1/2, 3/4, 2/3","2/3, 3/4, 1/2","1/2, 2/3, 3/4",E,easy
Q1081,Ordering Fractions,"Arrange in order from SMALLEST to LARGEST: 5/6, 2/3, 3/4","2/3, 3/4, 5/6","3/4, 2/3, 5/6","3/4, 5/6, 2/3","2/3, 5/6, 3/4","5/6, 3/4, 2/3",A,easy
Q1082,Ordering Fractions,"Arrange in order from SMALLEST to LARGEST: 1/4, 1/3, 1/6","1/4, 1/6, 1/3","1/6, 1/4, 1/3","1/6, 1/3, 1/4","1/4, 1/3, 1/6","1/3, 1/4, 1/6",B,easy
